player_id,name,team,PA,runs_per_pa,wRAA,wRC,wRC_plus
693304,nick gonzales,PIT,3,0.4799158541440666,1.4774365722016034,2.1089668692782793,639.2716191172834
669720,austin hays,CIN,4,0.4154798466314936,1.707617876275017,2.5496582723772514,567.4666958461423
680118,dairon blanco,KC,1,0.39711922355887413,0.40821947175351136,0.6187295707790699,547.0063479469876
683083,nasim nuñez,WSH,7,0.33706857903875964,2.42975545353141,3.9033261467103197,480.0882987288074
608348,carson kelly,CHC,33,0.2909768717899073,9.906663351259043,16.853496619102476,428.72553386796534
624641,edmundo sosa,PHI,28,0.24378921469885312,7.0610569601975435,12.955339732913183,376.14148610388065
623168,tyler heineman,TOR,23,0.21271997691005315,5.07293686958764,9.914669147175488,341.5191635603507
592450,aaron judge,NYY,77,0.2049702020762181,16.376035345111546,32.585312970079556,332.88312280001094
593871,jorge polanco,SEA,40,0.1896821395012024,7.884705173143811,16.305109134166152,315.8467140816525
671056,iván herrera,STL,24,0.1792444172480617,4.475892131438376,9.528134508051782,304.215331653652
663757,trent grisham,NYY,40,0.16372633772386996,6.828130819198992,15.248534780221334,286.92260119805024
656775,cedric mullins,BAL,62,0.16336234403269784,10.560636462506453,23.612262602091086,286.516981109613
578428,jose iglesias,SD,36,0.16217424912358683,6.088455409474321,13.66681897439443,285.1930154096757
624413,pete alonso,NYM,73,0.16195847599502075,12.330004863750844,27.69724209261662,284.95256641944866
666018,jonathan aranda,TB,54,0.1619383964674435,9.119722065101787,20.48726741248195,284.93019059275395
682657,angel martínez,CLE,15,0.16073788197405126,2.5149302722804796,5.672581757663858,283.59238500219016
677347,kyren paris,LAA,49,0.16064607776258705,8.210861010449511,18.52585586270188,283.490082041243
643565,mike tauchman,CWS,12,0.16007659684619832,2.0038686024448804,4.529989790751583,282.8554751640603
642851,austin wynns,CIN,15,0.14845114454137284,2.3273731928981496,5.485024678281528,269.90053361872293
663656,kyle tucker,CHC,87,0.14814001992852488,13.471218474192392,31.785597089415987,269.5538287278441
676609,josé caballero,TB,33,0.13944703769617933,4.817836051840695,11.764669319684128,259.86671516685624
665804,miguel amaya,CHC,46,0.1388141959307854,6.6861464504569526,16.36961100563265,259.16150148026924
656248,sean bouchard,COL,21,0.13827075615640633,3.0407573522143845,7.461469431751114,258.55591381573
808982,jung hoo lee,SF,70,0.1381193375523675,10.12507128222405,24.860778214013152,258.3871789473769
686797,brooks lee,MIN,8,0.1347264627710013,1.1295284743469889,2.8136092665514574,254.6062942720337
669257,will smith,LAD,52,0.13368467135911177,7.286804861248537,18.233330010577582,253.4453633689099
673962,josh jung,TEX,31,0.1317521862385302,4.283091337228276,10.808904407020592,251.29187883188445
553882,omar narváez,CWS,7,0.13042214923490064,0.9576749148848938,2.4312456080638034,249.80973850879317
650402,gleyber torres,DET,25,0.12261138400196062,3.2215486332872967,8.48430110892626,241.10573247411259
669221,sean murphy,ATL,30,0.12108248457083373,3.8191810522310266,10.134484022997784,239.40198777329553
691016,tyler soderstrom,ATH,72,0.12075331928377236,9.141915922265156,24.298643052105373,239.03517907279758
663853,romy gonzalez,BOS,21,0.11936553886565171,2.636733883543496,7.057445963080227,237.48869178584235
518692,freddie freeman,LAD,30,0.11796722356498095,3.724072117255757,10.039375088022513,235.93046484488957
650968,yohel pozo,STL,12,0.11644008487262802,1.4709794259624414,3.9971006142691436,234.2286822413135
701538,jackson merrill,SD,41,0.11505319206223813,4.967979184101257,13.598893244149158,232.68318406910117
660688,keibert ruiz,WSH,66,0.11129935576323728,7.745104571652011,21.638771107338876,228.50005823887983
682998,corbin carroll,AZ,79,0.10993725703143355,9.161148617560388,25.791446440579513,226.98218960144442
680574,matt mclain,CIN,36,0.10940334861731503,4.155140363804111,11.733503928724218,226.38722330558699
672695,geraldo perdomo,AZ,75,0.10822423280753832,8.566546394829322,24.354803821746216,225.0732635567263
682829,elly de la cruz,CIN,72,0.10283994548774146,7.829366970235617,22.98609410007583,219.07322797425556
691176,jasson domínguez,NYY,58,0.10106008591345683,6.2019344230821485,18.411520166564543,217.08982327401904
665828,oswaldo cabrera,NYY,39,0.10099030969165905,4.167496901057112,12.377390763053896,217.01206742840174
606192,teoscar hernández,LAD,59,0.09865466216578728,6.164437047457637,18.584532889965594,214.4093147462011
677950,alek thomas,AZ,40,0.09497380600180699,4.029443943351883,12.449847904374227,210.30751507502904
542303,marcell ozuna,ATL,65,0.09327785091135254,6.4356617858821,20.118818222543407,208.41761019354456
571448,nolan arenado,STL,70,0.0907878682669043,6.7533345981299036,21.489041529919003,205.6428725952197
673548,seiya suzuki,CHC,68,0.09043388041128432,6.535885745206604,20.850572478944585,205.2484026118529
622534,manuel margot,DET,20,0.08940134596137861,1.901303815349891,6.111505795861063,204.09778729888797
668930,brice turang,MIL,79,0.08730140895338853,7.341324205687218,23.971622028706346,201.75770104038514
527038,wilmer flores,SF,65,0.08723666587693685,6.0360473953104155,19.719203831971722,201.6855539317046
686668,brenton doyle,COL,56,0.08695003186931653,5.183951902895873,16.972517448327153,201.3661403969653
680977,brendan donovan,STL,73,0.08626510993670335,6.706768956827515,22.074006185693293,200.60289064396946
666139,josh lowe,TB,2,0.08593058144344909,0.18306621759645006,0.6040864156475672,200.23010539985813
670224,kameron misner,TB,49,0.08503193548994245,4.44031074378571,14.755305596038077,199.22869010070457
